,Student ID,student_name,gender,grade,school_name,reading_score,math_score,reading_pass,math_pass,School ID,type,size,budget,bps
4926,4926,Terry Johnson,M,9th,Figueroa High School,93,69,1,0,1,District,2949,1884411,639
4927,4927,Alicia Ferguson DVM,F,9th,Figueroa High School,66,59,0,0,1,District,2949,1884411,639
4928,4928,Scott Garcia,M,11th,Figueroa High School,72,86,1,1,1,District,2949,1884411,639
4929,4929,Joshua Palmer,M,11th,Figueroa High School,73,65,1,0,1,District,2949,1884411,639
4930,4930,Sara Acevedo,F,9th,Figueroa High School,77,77,1,1,1,District,2949,1884411,639
4931,4931,Jordan Jones,M,11th,Figueroa High School,96,69,1,0,1,District,2949,1884411,639
4932,4932,Melvin Scott,M,10th,Figueroa High School,82,74,1,1,1,District,2949,1884411,639
4933,4933,Zachary Carter,M,9th,Figueroa High School,90,80,1,1,1,District,2949,1884411,639
4934,4934,Elizabeth Arnold,F,10th,Figueroa High School,89,57,1,0,1,District,2949,1884411,639
4935,4935,Danielle Frost,F,11th,Figueroa High School,83,77,1,1,1,District,2949,1884411,639
4936,4936,Debra Montgomery,F,9th,Figueroa High School,85,62,1,0,1,District,2949,1884411,639
4937,4937,Jennifer Thomas,F,10th,Figueroa High School,84,58,1,0,1,District,2949,1884411,639
4938,4938,Thomas Armstrong,M,9th,Figueroa High School,91,80,1,1,1,District,2949,1884411,639
4939,4939,Todd Martinez,M,11th,Figueroa High School,86,95,1,1,1,District,2949,1884411,639
4940,4940,Angela Griffith,F,12th,Figueroa High School,72,70,1,1,1,District,2949,1884411,639
4941,4941,Edward Sutton,M,10th,Figueroa High School,74,55,1,0,1,District,2949,1884411,639
4942,4942,Daniel Richardson,M,12th,Figueroa High School,71,89,1,1,1,District,2949,1884411,639
4943,4943,Cynthia Simmons,F,10th,Figueroa High School,74,97,1,1,1,District,2949,1884411,639
4944,4944,Natalie Marks,F,9th,Figueroa High School,79,94,1,1,1,District,2949,1884411,639
4945,4945,Lawrence Rose,M,9th,Figueroa High School,99,98,1,1,1,District,2949,1884411,639
4946,4946,Dr. Amy Melendez,F,10th,Figueroa High School,99,68,1,0,1,District,2949,1884411,639
4947,4947,Olivia Thomas,F,9th,Figueroa High School,88,74,1,1,1,District,2949,1884411,639
4948,4948,Todd Padilla,M,12th,Figueroa High School,87,66,1,0,1,District,2949,1884411,639
4949,4949,Gloria Fritz DDS,F,10th,Figueroa High School,89,62,1,0,1,District,2949,1884411,639
4950,4950,Noah Le,M,10th,Figueroa High School,80,78,1,1,1,District,2949,1884411,639
4951,4951,Chelsey Wilson,F,12th,Figueroa High School,73,77,1,1,1,District,2949,1884411,639
4952,4952,Madison Shaw,F,12th,Figueroa High School,80,75,1,1,1,District,2949,1884411,639
4953,4953,Colleen Webb,F,11th,Figueroa High School,69,76,0,1,1,District,2949,1884411,639
4954,4954,Catherine Matthews,F,12th,Figueroa High School,69,97,0,1,1,District,2949,1884411,639
4955,4955,Robert Crawford,M,11th,Figueroa High School,63,90,0,1,1,District,2949,1884411,639
4956,4956,Julian Keller,M,11th,Figueroa High School,95,60,1,0,1,District,2949,1884411,639
4957,4957,Robert Barnes,M,11th,Figueroa High School,90,64,1,0,1,District,2949,1884411,639
4958,4958,Elizabeth Drake,F,12th,Figueroa High School,67,66,0,0,1,District,2949,1884411,639
4959,4959,Christine Summers,F,9th,Figueroa High School,86,88,1,1,1,District,2949,1884411,639
4960,4960,Craig Henderson,M,9th,Figueroa High School,92,59,1,0,1,District,2949,1884411,639
4961,4961,Bobby Lewis,M,12th,Figueroa High School,67,71,0,1,1,District,2949,1884411,639
4962,4962,April Mccoy,F,11th,Figueroa High School,81,58,1,0,1,District,2949,1884411,639
4963,4963,Aaron Little,M,12th,Figueroa High School,94,72,1,1,1,District,2949,1884411,639
4964,4964,Vincent Soto,M,11th,Figueroa High School,80,68,1,0,1,District,2949,1884411,639
4965,4965,Angela Newman,F,9th,Figueroa High School,72,65,1,0,1,District,2949,1884411,639
4966,4966,Meredith Day,F,9th,Figueroa High School,82,89,1,1,1,District,2949,1884411,639
4967,4967,Darryl Roman,M,12th,Figueroa High School,71,55,1,0,1,District,2949,1884411,639
4968,4968,Kimberly Harris,F,12th,Figueroa High School,90,56,1,0,1,District,2949,1884411,639
4969,4969,Tammy Hall,F,10th,Figueroa High School,89,60,1,0,1,District,2949,1884411,639
4970,4970,April Obrien,F,10th,Figueroa High School,91,62,1,0,1,District,2949,1884411,639
4971,4971,Sharon Fletcher,F,11th,Figueroa High School,94,59,1,0,1,District,2949,1884411,639
4972,4972,Desiree Perez,F,12th,Figueroa High School,87,76,1,1,1,District,2949,1884411,639
4973,4973,Jonathan Riley,M,11th,Figueroa High School,69,67,0,0,1,District,2949,1884411,639
4974,4974,Joseph James,M,10th,Figueroa High School,90,91,1,1,1,District,2949,1884411,639
4975,4975,Dr. Michael Miller,M,9th,Figueroa High School,81,67,1,0,1,District,2949,1884411,639
4976,4976,Nicole Smith,F,11th,Figueroa High School,70,78,1,1,1,District,2949,1884411,639
4977,4977,Timothy Ross,M,9th,Figueroa High School,82,83,1,1,1,District,2949,1884411,639
4978,4978,Julie Gutierrez,F,11th,Figueroa High School,76,63,1,0,1,District,2949,1884411,639
4979,4979,Jose Price,M,12th,Figueroa High School,84,57,1,0,1,District,2949,1884411,639
4980,4980,Leslie Glover,F,9th,Figueroa High School,82,59,1,0,1,District,2949,1884411,639
4981,4981,Lauren Cowan,F,10th,Figueroa High School,76,67,1,0,1,District,2949,1884411,639
4982,4982,Timothy Brown,M,10th,Figueroa High School,89,97,1,1,1,District,2949,1884411,639
4983,4983,Brittany Murphy,F,11th,Figueroa High School,82,73,1,1,1,District,2949,1884411,639
4984,4984,Mrs. Alexandra Taylor,F,11th,Figueroa High School,78,88,1,1,1,District,2949,1884411,639
4985,4985,Richard Williams,M,9th,Figueroa High School,84,88,1,1,1,District,2949,1884411,639
4986,4986,Ryan Edwards,M,9th,Figueroa High School,63,82,0,1,1,District,2949,1884411,639
4987,4987,Dr. Jennifer Ramirez MD,F,12th,Figueroa High School,90,73,1,1,1,District,2949,1884411,639
4988,4988,Eric Johnson,M,12th,Figueroa High School,80,99,1,1,1,District,2949,1884411,639
4989,4989,Paul Bowen,M,10th,Figueroa High School,97,78,1,1,1,District,2949,1884411,639
4990,4990,Amanda Gonzalez,F,10th,Figueroa High School,90,97,1,1,1,District,2949,1884411,639
4991,4991,Jennifer Robbins,F,9th,Figueroa High School,75,89,1,1,1,District,2949,1884411,639
4992,4992,Jennifer Rose,F,9th,Figueroa High School,75,63,1,0,1,District,2949,1884411,639
4993,4993,Amanda Gonzalez,F,11th,Figueroa High School,66,72,0,1,1,District,2949,1884411,639
4994,4994,Donald Cuevas,M,12th,Figueroa High School,91,70,1,1,1,District,2949,1884411,639
4995,4995,Wendy Harris,F,10th,Figueroa High School,86,62,1,0,1,District,2949,1884411,639
4996,4996,Alexander Carpenter,M,9th,Figueroa High School,67,61,0,0,1,District,2949,1884411,639
4997,4997,Alejandra Ellis,F,9th,Figueroa High School,91,76,1,1,1,District,2949,1884411,639
4998,4998,Michael Marshall,M,9th,Figueroa High School,77,87,1,1,1,District,2949,1884411,639
4999,4999,Sabrina Schneider,F,9th,Figueroa High School,80,95,1,1,1,District,2949,1884411,639
5000,5000,Jessica Ford,F,12th,Figueroa High School,98,79,1,1,1,District,2949,1884411,639
5001,5001,Danielle Smith,F,9th,Figueroa High School,95,61,1,0,1,District,2949,1884411,639
5002,5002,Jessica Blankenship,F,9th,Figueroa High School,64,72,0,1,1,District,2949,1884411,639
5003,5003,Kristina Burns,F,10th,Figueroa High School,87,56,1,0,1,District,2949,1884411,639
5004,5004,Michael Fischer,M,9th,Figueroa High School,86,62,1,0,1,District,2949,1884411,639
5005,5005,Kirsten Cervantes,F,9th,Figueroa High School,97,99,1,1,1,District,2949,1884411,639
5006,5006,Timothy Phillips,M,9th,Figueroa High School,67,73,0,1,1,District,2949,1884411,639
5007,5007,Stephanie Harvey,F,9th,Figueroa High School,82,74,1,1,1,District,2949,1884411,639
5008,5008,Jesse Rosales,M,9th,Figueroa High School,77,79,1,1,1,District,2949,1884411,639
5009,5009,Nicole Garcia,F,9th,Figueroa High School,84,86,1,1,1,District,2949,1884411,639
5010,5010,Peter Davis,M,9th,Figueroa High School,95,73,1,1,1,District,2949,1884411,639
5011,5011,Tyler Nelson,M,9th,Figueroa High School,73,84,1,1,1,District,2949,1884411,639
5012,5012,Jamie Jackson,F,11th,Figueroa High School,89,78,1,1,1,District,2949,1884411,639
5013,5013,Alexander Gonzalez,M,10th,Figueroa High School,65,86,0,1,1,District,2949,1884411,639
5014,5014,Daniel Holland,M,9th,Figueroa High School,65,56,0,0,1,District,2949,1884411,639
5015,5015,Mark Lawrence,M,11th,Figueroa High School,68,70,0,1,1,District,2949,1884411,639
5016,5016,Patrick Jackson,M,10th,Figueroa High School,76,70,1,1,1,District,2949,1884411,639
5017,5017,Jamie Jackson,F,11th,Figueroa High School,77,91,1,1,1,District,2949,1884411,639
5018,5018,Kelly Cooper,F,9th,Figueroa High School,76,87,1,1,1,District,2949,1884411,639
5019,5019,Helen Reed,F,10th,Figueroa High School,87,99,1,1,1,District,2949,1884411,639
5020,5020,Mrs. Amy Walker MD,F,9th,Figueroa High School,99,96,1,1,1,District,2949,1884411,639
5021,5021,Meghan Dyer,F,10th,Figueroa High School,86,86,1,1,1,District,2949,1884411,639
5022,5022,Madison Ramos,F,11th,Figueroa High School,71,58,1,0,1,District,2949,1884411,639
5023,5023,David Turner,M,12th,Figueroa High School,63,58,0,0,1,District,2949,1884411,639
5024,5024,Susan Smith,F,9th,Figueroa High School,89,79,1,1,1,District,2949,1884411,639
5025,5025,Natasha White,F,12th,Figueroa High School,74,66,1,0,1,District,2949,1884411,639
5026,5026,Holly Kennedy,F,10th,Figueroa High School,98,74,1,1,1,District,2949,1884411,639
5027,5027,Zachary Munoz,M,12th,Figueroa High School,67,69,0,0,1,District,2949,1884411,639
5028,5028,Keith Doyle,M,9th,Figueroa High School,75,69,1,0,1,District,2949,1884411,639
5029,5029,Paul Dudley,M,9th,Figueroa High School,90,97,1,1,1,District,2949,1884411,639
5030,5030,Andrea Sellers,F,12th,Figueroa High School,72,74,1,1,1,District,2949,1884411,639
5031,5031,Gerald Blankenship,M,10th,Figueroa High School,99,65,1,0,1,District,2949,1884411,639
5032,5032,David Simmons,M,12th,Figueroa High School,86,80,1,1,1,District,2949,1884411,639
5033,5033,Crystal Jones,F,10th,Figueroa High School,65,95,0,1,1,District,2949,1884411,639
5034,5034,Nathan Jordan,M,10th,Figueroa High School,79,75,1,1,1,District,2949,1884411,639
5035,5035,Robert Harvey,M,11th,Figueroa High School,80,78,1,1,1,District,2949,1884411,639
5036,5036,Tara Lane,F,10th,Figueroa High School,78,84,1,1,1,District,2949,1884411,639
5037,5037,Kelly Miller,F,11th,Figueroa High School,74,94,1,1,1,District,2949,1884411,639
5038,5038,Amber Spence,F,11th,Figueroa High School,76,92,1,1,1,District,2949,1884411,639
5039,5039,Leah Ellis,F,9th,Figueroa High School,67,65,0,0,1,District,2949,1884411,639
5040,5040,Elizabeth Soto,F,12th,Figueroa High School,82,76,1,1,1,District,2949,1884411,639
5041,5041,Jamie Flores,F,11th,Figueroa High School,75,83,1,1,1,District,2949,1884411,639
5042,5042,Nicole Fritz,F,11th,Figueroa High School,66,91,0,1,1,District,2949,1884411,639
5043,5043,Robert Garza,M,9th,Figueroa High School,99,81,1,1,1,District,2949,1884411,639
5044,5044,Paul Smith,M,9th,Figueroa High School,88,68,1,0,1,District,2949,1884411,639
5045,5045,Tim Lopez,M,11th,Figueroa High School,79,92,1,1,1,District,2949,1884411,639
5046,5046,Natalie Acevedo,F,9th,Figueroa High School,94,82,1,1,1,District,2949,1884411,639
5047,5047,Devin Walters,M,11th,Figueroa High School,65,93,0,1,1,District,2949,1884411,639
5048,5048,David Dickson MD,M,12th,Figueroa High School,92,56,1,0,1,District,2949,1884411,639
5049,5049,Kristen Carney,F,12th,Figueroa High School,84,67,1,0,1,District,2949,1884411,639
5050,5050,Stephen Fuentes,M,10th,Figueroa High School,93,73,1,1,1,District,2949,1884411,639
5051,5051,Christine Stone,F,11th,Figueroa High School,80,92,1,1,1,District,2949,1884411,639
5052,5052,Charles Newman,M,9th,Figueroa High School,95,77,1,1,1,District,2949,1884411,639
5053,5053,Lisa Floyd,F,11th,Figueroa High School,94,90,1,1,1,District,2949,1884411,639
5054,5054,Melanie Christensen,F,11th,Figueroa High School,75,97,1,1,1,District,2949,1884411,639
5055,5055,Danny King,M,11th,Figueroa High School,96,66,1,0,1,District,2949,1884411,639
5056,5056,Ryan Johnson,M,9th,Figueroa High School,85,85,1,1,1,District,2949,1884411,639
5057,5057,Scott Brown,M,10th,Figueroa High School,90,76,1,1,1,District,2949,1884411,639
5058,5058,Lynn Torres,F,10th,Figueroa High School,98,55,1,0,1,District,2949,1884411,639
5059,5059,Erik Scott,M,11th,Figueroa High School,96,92,1,1,1,District,2949,1884411,639
5060,5060,Jesse Dixon,M,12th,Figueroa High School,84,84,1,1,1,District,2949,1884411,639
5061,5061,Rhonda Montgomery,F,9th,Figueroa High School,93,64,1,0,1,District,2949,1884411,639
5062,5062,Nathan Rodriguez,M,12th,Figueroa High School,79,77,1,1,1,District,2949,1884411,639
5063,5063,Hannah Shaw,F,12th,Figueroa High School,92,92,1,1,1,District,2949,1884411,639
5064,5064,Matthew Hoffman,M,9th,Figueroa High School,83,89,1,1,1,District,2949,1884411,639
5065,5065,Jennifer Robbins,F,10th,Figueroa High School,97,60,1,0,1,District,2949,1884411,639
5066,5066,Brenda Cooley,F,9th,Figueroa High School,79,56,1,0,1,District,2949,1884411,639
5067,5067,Chad Jones,M,10th,Figueroa High School,98,66,1,0,1,District,2949,1884411,639
5068,5068,David Hill,M,12th,Figueroa High School,63,69,0,0,1,District,2949,1884411,639
5069,5069,Zachary Wyatt,M,10th,Figueroa High School,90,84,1,1,1,District,2949,1884411,639
5070,5070,Kevin Wiggins,M,11th,Figueroa High School,97,69,1,0,1,District,2949,1884411,639
5071,5071,James Holloway,M,9th,Figueroa High School,88,71,1,1,1,District,2949,1884411,639
5072,5072,Amanda Mills DDS,F,12th,Figueroa High School,84,59,1,0,1,District,2949,1884411,639
5073,5073,Patricia Mendez,F,10th,Figueroa High School,71,55,1,0,1,District,2949,1884411,639
5074,5074,Julia Smith,F,10th,Figueroa High School,74,95,1,1,1,District,2949,1884411,639
5075,5075,Jennifer Tyler,F,12th,Figueroa High School,70,86,1,1,1,District,2949,1884411,639
5076,5076,Douglas Jackson,M,11th,Figueroa High School,94,86,1,1,1,District,2949,1884411,639
5077,5077,Jamie Ferguson,F,9th,Figueroa High School,76,65,1,0,1,District,2949,1884411,639
5078,5078,Brian Lopez,M,11th,Figueroa High School,86,59,1,0,1,District,2949,1884411,639
5079,5079,Jose Roberts,M,10th,Figueroa High School,69,97,0,1,1,District,2949,1884411,639
5080,5080,Casey Alvarez,M,11th,Figueroa High School,99,69,1,0,1,District,2949,1884411,639
5081,5081,Mandy Trujillo,F,12th,Figueroa High School,81,93,1,1,1,District,2949,1884411,639
5082,5082,Andrew Stephens,M,12th,Figueroa High School,98,60,1,0,1,District,2949,1884411,639
5083,5083,Carla Moon,F,9th,Figueroa High School,77,68,1,0,1,District,2949,1884411,639
5084,5084,Sabrina Ferguson,F,9th,Figueroa High School,80,71,1,1,1,District,2949,1884411,639
5085,5085,Christopher Kim,M,12th,Figueroa High School,72,62,1,0,1,District,2949,1884411,639
5086,5086,Thomas Hutchinson,M,9th,Figueroa High School,79,65,1,0,1,District,2949,1884411,639
5087,5087,Valerie Benson,F,9th,Figueroa High School,64,76,0,1,1,District,2949,1884411,639
5088,5088,Douglas Jarvis,M,12th,Figueroa High School,93,72,1,1,1,District,2949,1884411,639
5089,5089,Diane Nelson,F,11th,Figueroa High School,65,98,0,1,1,District,2949,1884411,639
5090,5090,William Brown,M,9th,Figueroa High School,82,85,1,1,1,District,2949,1884411,639
5091,5091,Brandy Miller,F,10th,Figueroa High School,64,83,0,1,1,District,2949,1884411,639
5092,5092,Jocelyn Richardson,F,11th,Figueroa High School,68,93,0,1,1,District,2949,1884411,639
5093,5093,Erin Bruce,F,9th,Figueroa High School,93,69,1,0,1,District,2949,1884411,639
5094,5094,Mckenzie Griffin,F,9th,Figueroa High School,83,95,1,1,1,District,2949,1884411,639
5095,5095,Kelly Phillips,F,12th,Figueroa High School,81,95,1,1,1,District,2949,1884411,639
5096,5096,Lisa Gibson,F,12th,Figueroa High School,95,59,1,0,1,District,2949,1884411,639
5097,5097,Sharon Nelson,F,9th,Figueroa High School,77,89,1,1,1,District,2949,1884411,639
5098,5098,Laura Randolph,F,9th,Figueroa High School,68,81,0,1,1,District,2949,1884411,639
5099,5099,Anne Vincent,F,11th,Figueroa High School,68,95,0,1,1,District,2949,1884411,639
5100,5100,Monique Parker,F,10th,Figueroa High School,92,87,1,1,1,District,2949,1884411,639
5101,5101,Rachel Morgan,F,9th,Figueroa High School,87,55,1,0,1,District,2949,1884411,639
5102,5102,Emily Wells,F,9th,Figueroa High School,77,95,1,1,1,District,2949,1884411,639
5103,5103,Beverly Jacobs,F,12th,Figueroa High School,79,62,1,0,1,District,2949,1884411,639
5104,5104,Jessica Soto,F,12th,Figueroa High School,71,83,1,1,1,District,2949,1884411,639
5105,5105,Tabitha Keith,F,12th,Figueroa High School,90,90,1,1,1,District,2949,1884411,639
5106,5106,Wayne Dickson,M,9th,Figueroa High School,85,77,1,1,1,District,2949,1884411,639
5107,5107,Johnny Cook,M,12th,Figueroa High School,67,88,0,1,1,District,2949,1884411,639
5108,5108,Jill Rivera,F,10th,Figueroa High School,89,95,1,1,1,District,2949,1884411,639
5109,5109,Timothy Adams,M,10th,Figueroa High School,80,84,1,1,1,District,2949,1884411,639
5110,5110,Dawn Hart,F,11th,Figueroa High School,83,62,1,0,1,District,2949,1884411,639
5111,5111,Craig Hughes,M,12th,Figueroa High School,87,73,1,1,1,District,2949,1884411,639
5112,5112,George Taylor,M,10th,Figueroa High School,84,85,1,1,1,District,2949,1884411,639
5113,5113,Jennifer Gonzalez,F,10th,Figueroa High School,88,92,1,1,1,District,2949,1884411,639
5114,5114,Brian Drake,M,9th,Figueroa High School,84,68,1,0,1,District,2949,1884411,639
5115,5115,Sarah Morrison,F,12th,Figueroa High School,84,99,1,1,1,District,2949,1884411,639
5116,5116,James Simmons,M,10th,Figueroa High School,92,95,1,1,1,District,2949,1884411,639
5117,5117,Gregory Horn,M,11th,Figueroa High School,83,82,1,1,1,District,2949,1884411,639
5118,5118,Rhonda Shaw,F,12th,Figueroa High School,76,79,1,1,1,District,2949,1884411,639
5119,5119,John Long,M,10th,Figueroa High School,96,90,1,1,1,District,2949,1884411,639
5120,5120,Lindsay Zimmerman,F,11th,Figueroa High School,63,76,0,1,1,District,2949,1884411,639
5121,5121,Mr. Jason West,M,10th,Figueroa High School,76,67,1,0,1,District,2949,1884411,639
5122,5122,Peggy Watson,F,12th,Figueroa High School,92,76,1,1,1,District,2949,1884411,639
5123,5123,Erika Berry,F,12th,Figueroa High School,88,64,1,0,1,District,2949,1884411,639
5124,5124,Mr. Joshua Hall,M,11th,Figueroa High School,86,70,1,1,1,District,2949,1884411,639
5125,5125,Jose Miller,M,11th,Figueroa High School,63,90,0,1,1,District,2949,1884411,639
5126,5126,Sonya Mckee,F,10th,Figueroa High School,82,77,1,1,1,District,2949,1884411,639
5127,5127,Lisa Ross,F,12th,Figueroa High School,78,76,1,1,1,District,2949,1884411,639
5128,5128,Brian Porter,M,11th,Figueroa High School,72,96,1,1,1,District,2949,1884411,639
5129,5129,Angela Bowers,F,9th,Figueroa High School,98,64,1,0,1,District,2949,1884411,639
5130,5130,Sean Sharp,M,12th,Figueroa High School,83,98,1,1,1,District,2949,1884411,639
5131,5131,Frank Carlson,M,10th,Figueroa High School,85,55,1,0,1,District,2949,1884411,639
5132,5132,Joshua Ballard,M,12th,Figueroa High School,69,91,0,1,1,District,2949,1884411,639
5133,5133,Chad Collins,M,12th,Figueroa High School,78,81,1,1,1,District,2949,1884411,639
5134,5134,Nicole Baker,F,11th,Figueroa High School,92,71,1,1,1,District,2949,1884411,639
5135,5135,Janet Rivera,F,12th,Figueroa High School,84,71,1,1,1,District,2949,1884411,639
5136,5136,Regina Branch,F,12th,Figueroa High School,74,64,1,0,1,District,2949,1884411,639
5137,5137,Matthew Gilbert,M,10th,Figueroa High School,72,75,1,1,1,District,2949,1884411,639
5138,5138,Patrick Casey,M,10th,Figueroa High School,85,79,1,1,1,District,2949,1884411,639
5139,5139,Sara Scott,F,10th,Figueroa High School,75,77,1,1,1,District,2949,1884411,639
5140,5140,William King,M,9th,Figueroa High School,93,86,1,1,1,District,2949,1884411,639
5141,5141,Julie Chan,F,11th,Figueroa High School,66,63,0,0,1,District,2949,1884411,639
5142,5142,Evan Melendez,M,9th,Figueroa High School,69,99,0,1,1,District,2949,1884411,639
5143,5143,Mrs. Elizabeth Mitchell,F,10th,Figueroa High School,92,74,1,1,1,District,2949,1884411,639
5144,5144,Jaclyn Hudson,F,10th,Figueroa High School,84,79,1,1,1,District,2949,1884411,639
5145,5145,Joseph Johnson,M,12th,Figueroa High School,72,84,1,1,1,District,2949,1884411,639
5146,5146,Carol Holmes,F,9th,Figueroa High School,92,68,1,0,1,District,2949,1884411,639
5147,5147,Denise Schmidt,F,12th,Figueroa High School,80,75,1,1,1,District,2949,1884411,639
5148,5148,Robert Gonzalez,M,9th,Figueroa High School,63,55,0,0,1,District,2949,1884411,639
5149,5149,Dr. Sarah Miller,F,11th,Figueroa High School,76,70,1,1,1,District,2949,1884411,639
5150,5150,Darren Cochran,M,11th,Figueroa High School,64,88,0,1,1,District,2949,1884411,639
5151,5151,Chris Mathis,M,9th,Figueroa High School,90,75,1,1,1,District,2949,1884411,639
5152,5152,Timothy Wheeler,M,10th,Figueroa High School,84,84,1,1,1,District,2949,1884411,639
5153,5153,Allen Snyder Jr.,M,12th,Figueroa High School,65,80,0,1,1,District,2949,1884411,639
5154,5154,James Gaines,M,10th,Figueroa High School,87,93,1,1,1,District,2949,1884411,639
5155,5155,Heather Foster,F,9th,Figueroa High School,83,65,1,0,1,District,2949,1884411,639
5156,5156,Jean Weber,F,11th,Figueroa High School,73,62,1,0,1,District,2949,1884411,639
5157,5157,Calvin Williams Jr.,M,10th,Figueroa High School,97,74,1,1,1,District,2949,1884411,639
5158,5158,Joshua Carlson,M,9th,Figueroa High School,72,62,1,0,1,District,2949,1884411,639
5159,5159,Kayla Valdez,F,11th,Figueroa High School,66,59,0,0,1,District,2949,1884411,639
5160,5160,Anna Clark,F,9th,Figueroa High School,71,68,1,0,1,District,2949,1884411,639
5161,5161,Jay Nelson,M,10th,Figueroa High School,95,91,1,1,1,District,2949,1884411,639
5162,5162,Jeffery Ramirez,M,11th,Figueroa High School,81,86,1,1,1,District,2949,1884411,639
5163,5163,Carmen Mcknight,F,11th,Figueroa High School,71,63,1,0,1,District,2949,1884411,639
5164,5164,Erik Hall,M,11th,Figueroa High School,67,82,0,1,1,District,2949,1884411,639
5165,5165,Bradley Cooper,M,10th,Figueroa High School,77,88,1,1,1,District,2949,1884411,639
5166,5166,Timothy Malone,M,10th,Figueroa High School,77,71,1,1,1,District,2949,1884411,639
5167,5167,Michael Romero,M,11th,Figueroa High School,87,80,1,1,1,District,2949,1884411,639
5168,5168,Teresa Delgado,F,12th,Figueroa High School,98,58,1,0,1,District,2949,1884411,639
5169,5169,Alex Jackson,M,11th,Figueroa High School,90,67,1,0,1,District,2949,1884411,639
5170,5170,Mikayla Gonzalez,F,10th,Figueroa High School,76,72,1,1,1,District,2949,1884411,639
5171,5171,Michael Zuniga,M,11th,Figueroa High School,70,60,1,0,1,District,2949,1884411,639
5172,5172,Kelsey Williams,F,9th,Figueroa High School,78,61,1,0,1,District,2949,1884411,639
5173,5173,Cathy Jordan,F,10th,Figueroa High School,69,61,0,0,1,District,2949,1884411,639
5174,5174,Stephen Cox,M,10th,Figueroa High School,85,57,1,0,1,District,2949,1884411,639
5175,5175,Christopher Bond,M,10th,Figueroa High School,63,79,0,1,1,District,2949,1884411,639
5176,5176,Veronica Walker,F,10th,Figueroa High School,93,73,1,1,1,District,2949,1884411,639
5177,5177,Jacob Shepard,M,12th,Figueroa High School,82,92,1,1,1,District,2949,1884411,639
5178,5178,Steven Torres,M,10th,Figueroa High School,81,75,1,1,1,District,2949,1884411,639
5179,5179,Dr. Tammy Shelton,F,9th,Figueroa High School,81,64,1,0,1,District,2949,1884411,639
5180,5180,Cody Johnson,M,11th,Figueroa High School,83,86,1,1,1,District,2949,1884411,639
5181,5181,Dan Salinas,M,11th,Figueroa High School,86,83,1,1,1,District,2949,1884411,639
5182,5182,Deborah Smith,F,10th,Figueroa High School,92,90,1,1,1,District,2949,1884411,639
5183,5183,James Thomas,M,11th,Figueroa High School,74,65,1,0,1,District,2949,1884411,639
5184,5184,Lisa Howard,F,11th,Figueroa High School,85,88,1,1,1,District,2949,1884411,639
5185,5185,Rachel Mills,F,10th,Figueroa High School,78,71,1,1,1,District,2949,1884411,639
5186,5186,Matthew Carter,M,11th,Figueroa High School,84,68,1,0,1,District,2949,1884411,639
5187,5187,Gregory Watkins,M,9th,Figueroa High School,73,86,1,1,1,District,2949,1884411,639
5188,5188,Rachel Elliott,F,10th,Figueroa High School,92,95,1,1,1,District,2949,1884411,639
5189,5189,Miss Jennifer Gibson,F,11th,Figueroa High School,66,82,0,1,1,District,2949,1884411,639
5190,5190,Joseph Jones,M,9th,Figueroa High School,66,71,0,1,1,District,2949,1884411,639
5191,5191,Sarah James,F,9th,Figueroa High School,84,63,1,0,1,District,2949,1884411,639
5192,5192,Todd Phillips,M,10th,Figueroa High School,92,90,1,1,1,District,2949,1884411,639
5193,5193,Brian Price,M,12th,Figueroa High School,91,88,1,1,1,District,2949,1884411,639
5194,5194,Kyle Keller,M,11th,Figueroa High School,82,80,1,1,1,District,2949,1884411,639
5195,5195,Wesley Carter,M,12th,Figueroa High School,95,94,1,1,1,District,2949,1884411,639
5196,5196,Marilyn Brown,F,10th,Figueroa High School,86,57,1,0,1,District,2949,1884411,639
5197,5197,Kaitlyn Wise,F,12th,Figueroa High School,73,79,1,1,1,District,2949,1884411,639
5198,5198,Stacie Davis,F,9th,Figueroa High School,88,58,1,0,1,District,2949,1884411,639
5199,5199,Michael Garcia,M,10th,Figueroa High School,79,76,1,1,1,District,2949,1884411,639
5200,5200,Tina Clark,F,12th,Figueroa High School,91,65,1,0,1,District,2949,1884411,639
5201,5201,William James,M,11th,Figueroa High School,84,93,1,1,1,District,2949,1884411,639
5202,5202,Leslie Golden,F,9th,Figueroa High School,96,84,1,1,1,District,2949,1884411,639
5203,5203,Mary Collins,F,12th,Figueroa High School,92,63,1,0,1,District,2949,1884411,639
5204,5204,Keith Smith,M,12th,Figueroa High School,65,73,0,1,1,District,2949,1884411,639
5205,5205,Randall Edwards,M,12th,Figueroa High School,91,94,1,1,1,District,2949,1884411,639
5206,5206,Jillian Miller,F,12th,Figueroa High School,76,65,1,0,1,District,2949,1884411,639
5207,5207,Barry Davis,M,11th,Figueroa High School,87,72,1,1,1,District,2949,1884411,639
5208,5208,Jennifer Pearson,F,9th,Figueroa High School,75,78,1,1,1,District,2949,1884411,639
5209,5209,Erin Andersen,F,10th,Figueroa High School,96,95,1,1,1,District,2949,1884411,639
5210,5210,James Edwards,M,9th,Figueroa High School,71,65,1,0,1,District,2949,1884411,639
5211,5211,Joseph Marshall,M,11th,Figueroa High School,98,92,1,1,1,District,2949,1884411,639
5212,5212,Miss Christy Robinson,F,10th,Figueroa High School,64,58,0,0,1,District,2949,1884411,639
